int Index	int Constellation	string Constellation Name	int Stars Subgroup	int Star Number	string Star Name	float Star Size	Color Star Color 	V2 Cel Coordinates(hr,Degree)	V2 Cel Coordinates (Normalized)	 float radius	float theta	float phi +	V3 Cartesian
3820	65	Constellation_Pisces	1	70	Star_Sphere (70)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(1.14, 5.63985)	(-0.095, 0.062665)	400	1.472362	0.2984513	(380.4665, 117.0468, 39.31002)
3821	65	Constellation_Pisces	1	71	Star_Sphere (71)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(1.29663, 3.6099)	(-0.1080525, 0.04011)	400	1.507792	0.339457	(376.4259, 132.9258, 25.18516)
3822	65	Constellation_Pisces	1	72	Star_Sphere (72)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(1.0974, 4.89465)	(-0.09145, 0.054385)	400	1.485369	0.2872987	(382.2062, 112.9317, 34.12954)
3823	65	Constellation_Pisces	1	73	Star_Sphere (73)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(0.8058001, 5.26455)	(-0.06715, 0.058495)	400	1.478913	0.210958	(389.4824, 83.40538, 36.7018)
3824	65	Constellation_Pisces	1	74	Star_Sphere (74)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(0.7915501, 6.73515)	(-0.0659625, 0.074835)	400	1.453246	0.2072273	(388.7407, 81.73099, 46.91197)
3825	65	Constellation_Pisces	1	75	Star_Sphere (75)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(0.8045102, 7.2864)	(-0.0670425, 0.08096)	400	1.443625	0.2106203	(388.0018, 82.95129, 50.73164)
3826	65	Constellation_Pisces	1	76	Star_Sphere (76)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(0.5400601, 6.9516)	(-0.045005, 0.07724)	400	1.449468	0.1413874	(393.0974, 55.95235, 48.41234)
3827	65	Constellation_Pisces	1	77	Star_Sphere (77)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(0.4239601, 1.92915)	(-0.03533, 0.021435)	400	1.537126	0.1109925	(397.3134, 44.28079, 13.46547)
3828	66	Constellation_Piscis_Austrinus	0	0	Star_Sphere	1.4	RGBA(1.000, 1.000, 1.000, 1.000)	(22.96053, -29.6379)	(0.0866225, -0.32931)	400	2.088075	6.011053	(334.873, -93.448, -197.8068)
3829	66	Constellation_Piscis_Austrinus	0	1	Star_Sphere (1)	0.9	RGBA(1.000, 1.000, 1.000, 1.000)	(22.52484, -32.35455)	(0.12293, -0.359495)	400	2.13549	5.896989	(313.0142, -127.2763, -214.0628)
3830	66	Constellation_Piscis_Austrinus	0	2	Star_Sphere (2)	0.8	RGBA(1.000, 1.000, 1.000, 1.000)	(22.87425, -32.89005)	(0.0938125, -0.365445)	400	2.144836	5.988465	(321.4034, -97.56552, -217.2114)
3831	66	Constellation_Piscis_Austrinus	0	3	Star_Sphere (3)	0.7	RGBA(1.000, 1.000, 1.000, 1.000)	(22.93146, -32.55255)	(0.089045, -0.361695)	400	2.138946	6.003442	(324.0527, -93.0926, -215.2292)
3832	66	Constellation_Piscis_Austrinus	0	4	Star_Sphere (4)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(22.67646, -27.0549)	(0.110295, -0.30061)	400	2.042994	5.936684	(335.0565, -120.9785, -181.9377)
3833	66	Constellation_Piscis_Austrinus	0	5	Star_Sphere (6)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(21.79323, -30.8889)	(0.1838975, -0.34321)	400	2.109909	5.705454	(287.5551, -187.4659, -205.35)
3834	66	Constellation_Piscis_Austrinus	0	6	Star_Sphere (7)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(21.74775, -33.02955)	(0.1876875, -0.366995)	400	2.147271	5.693548	(278.7284, -186.4779, -218.0286)
3835	66	Constellation_Piscis_Austrinus	0	7	Star_Sphere (9)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(22.13847, -33.0066)	(0.1551275, -0.36674)	400	2.14687	5.795838	(296.3902, -157.0826, -217.8942)
3836	66	Constellation_Piscis_Austrinus	1	8	Star_Sphere (5)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(22.01295, -28.4589)	(0.1655875, -0.31621)	400	2.067498	5.762977	(305.1441, -174.7982, -190.6113)
3837	66	Constellation_Piscis_Austrinus	1	9	Star_Sphere (8)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(22.23693, -27.77805)	(0.1469225, -0.308645)	400	2.055615	5.821615	(316.8692, -157.6128, -186.4192)
3838	66	Constellation_Piscis_Austrinus	1	10	Star_Sphere (10)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(23.05722, -34.76295)	(0.078565, -0.386255)	400	2.177524	6.036366	(318.6487, -80.28547, -228.073)
3839	66	Constellation_Piscis_Austrinus	1	11	Star_Sphere (11)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(22.16784, -32.5476)	(0.15268, -0.36164)	400	2.138859	5.803527	(299.1283, -155.5994, -215.2001)
3840	66	Constellation_Piscis_Austrinus	1	12	Star_Sphere (12)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(22.13973, -34.0461)	(0.1550225, -0.37829)	400	2.165013	5.796168	(292.8999, -155.109, -223.9439)
3841	66	Constellation_Piscis_Austrinus	1	13	Star_Sphere (13)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(22.64652, -33.0786)	(0.11279, -0.36754)	400	2.148127	5.928845	(314.3469, -116.2941, -218.3156)
3842	66	Constellation_Piscis_Austrinus	1	14	Star_Sphere (14)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(22.60935, -31.6674)	(0.1158875, -0.35186)	400	2.123497	5.919114	(318.1295, -121.2258, -209.995)
3843	66	Constellation_Piscis_Austrinus	1	15	Star_Sphere (15)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(22.67184, -30.6774)	(0.11068, -0.34086)	400	2.106218	5.935474	(323.4335, -117.2243, -204.0815)
3844	66	Constellation_Piscis_Austrinus	1	16	Star_Sphere (16)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(22.85541, -29.54925)	(0.0953825, -0.328325)	400	2.086528	5.983532	(332.4668, -102.7176, -197.2686)
3845	66	Constellation_Piscis_Austrinus	1	17	Star_Sphere (17)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(22.99383, -29.4597)	(0.0838475, -0.32733)	400	2.084965	6.019771	(336.2673, -90.68497, -196.7246)
3846	66	Constellation_Piscis_Austrinus	1	18	Star_Sphere (18)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(23.02113, -28.87425)	(0.0815725, -0.320825)	400	2.074747	6.026918	(338.8337, -88.78416, -193.1556)
3847	66	Constellation_Piscis_Austrinus	1	19	Star_Sphere (19)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(22.66125, -28.33785)	(0.1115625, -0.314865)	400	2.065385	5.932702	(330.6624, -120.8825, -189.8679)
3848	66	Constellation_Piscis_Austrinus	1	20	Star_Sphere (20)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(22.9995, -25.18785)	(0.083375, -0.279865)	400	2.010407	6.021255	(349.621, -93.72971, -170.235)
3849	66	Constellation_Piscis_Austrinus	1	21	Star_Sphere (21)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(22.49496, -27.13005)	(0.12542, -0.301445)	400	2.044305	5.889167	(328.7114, -136.6651, -182.4047)
3850	66	Constellation_Piscis_Austrinus	1	22	Star_Sphere (22)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(22.07583, -26.8479)	(0.1603475, -0.29831)	400	2.039381	5.779439	(312.5515, -172.2712, -180.6494)
3851	66	Constellation_Piscis_Austrinus	1	23	Star_Sphere (23)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(22.22772, -25.19685)	(0.14769, -0.279965)	400	2.010564	5.819204	(323.6751, -161.9726, -170.2918)
3852	66	Constellation_Piscis_Austrinus	1	24	Star_Sphere (24)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(21.60285, -26.16705)	(0.1997625, -0.290745)	400	2.027498	5.655613	(290.5984, -210.801, -176.3959)
3853	66	Constellation_Piscis_Austrinus	1	25	Star_Sphere (25)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(21.53733, -33.96285)	(0.2052225, -0.377365)	400	2.16356	5.63846	(265.1641, -199.3807, -223.4621)
3854	66	Constellation_Piscis_Austrinus	1	26	Star_Sphere (26)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(22.16571, -34.01955)	(0.1528575, -0.377995)	400	2.16455	5.802969	(294.04, -153.1611, -223.7903)
3855	67	Constellation_Puppis	0	0	Star_Sphere	1	RGBA(1.000, 1.000, 1.000, 1.000)	(8.05908, -40.01085)	(-0.67159, -0.444565)	400	2.269117	2.109862	(-157.2698, 262.9225, -257.1731)
3856	67	Constellation_Puppis	0	1	Star_Sphere (1)	0.9	RGBA(1.000, 1.000, 1.000, 1.000)	(7.28622, -37.1115)	(-0.607185, -0.41235)	400	2.218514	1.907528	(-105.394, 301.0708, -241.3472)
3857	67	Constellation_Puppis	0	2	Star_Sphere (2)	0.8	RGBA(1.000, 1.000, 1.000, 1.000)	(8.1252, -24.3171)	(-0.6771, -0.27019)	400	1.99521	2.127172	(-192.5034, 309.5344, -164.7146)
3858	67	Constellation_Puppis	0	3	Star_Sphere (3)	0.7	RGBA(1.000, 1.000, 1.000, 1.000)	(6.62925, -43.21035)	(-0.5524375, -0.480115)	400	2.324959	1.735534	(-47.81023, 287.5909, -273.8716)
3859	67	Constellation_Puppis	0	4	Star_Sphere (4)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(7.8201, -24.8841)	(-0.651675, -0.27649)	400	2.005106	2.047297	(-166.436, 322.4431, -168.3137)
3860	67	Constellation_Puppis	0	5	Star_Sphere (5)	0.6	RGBA(1.000, 1.000, 1.000, 1.000)	(7.800509, -25.94655)	(-0.6500425, -0.288295)	400	2.023649	2.042169	(-163.3345, 320.4564, -175.013)
3861	67	Constellation_Puppis	0	6	Star_Sphere (6)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(7.73028, -28.962)	(-0.64419, -0.3218)	400	2.076279	2.023783	(-153.1681, 314.6792, -193.6918)
3862	67	Constellation_Puppis	0	7	Star_Sphere (7)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(7.64619, -26.81235)	(-0.6371825, -0.297915)	400	2.03876	2.001768	(-149.1362, 324.3519, -180.428)
3863	67	Constellation_Puppis	0	8	Star_Sphere (8)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(7.5897, -28.37745)	(-0.632475, -0.315305)	400	2.066076	1.986979	(-142.2771, 321.8928, -190.1112)
3864	67	Constellation_Puppis	1	9	Star_Sphere (9)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(7.486949, -43.31475)	(-0.6239125, -0.481275)	400	2.326782	1.960079	(-110.4563, 269.2634, -274.4023)
3865	67	Constellation_Puppis	1	10	Star_Sphere (10)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(6.831629, -50.607)	(-0.5693024, -0.5623)	400	2.454055	1.788516	(-54.83358, 247.8615, -309.1245)
3866	67	Constellation_Puppis	1	11	Star_Sphere (11)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(6.93759, -48.735)	(-0.5781325, -0.5415)	400	2.421383	1.816257	(-64.10831, 255.9092, -300.6669)
3867	67	Constellation_Puppis	1	12	Star_Sphere (12)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(6.643889, -48.2328)	(-0.5536575, -0.53592)	400	2.412618	1.739366	(-44.70174, 262.6656, -298.343)
3868	67	Constellation_Puppis	1	13	Star_Sphere (13)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.06512, -49.5981)	(-0.58876, -0.55109)	400	2.436446	1.849644	(-71.36029, 249.2438, -304.6067)
3869	67	Constellation_Puppis	1	14	Star_Sphere (14)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.180349, -48.93255)	(-0.5983624, -0.543695)	400	2.42483	1.879811	(-79.91637, 250.3319, -301.5747)
3870	67	Constellation_Puppis	1	15	Star_Sphere (15)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.244309, -48.2814)	(-0.6036925, -0.53646)	400	2.413466	1.896556	(-85.1881, 252.1896, -298.5689)
3871	67	Constellation_Puppis	1	16	Star_Sphere (16)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.209419, -46.773)	(-0.600785, -0.5197)	400	2.387139	1.887422	(-85.29937, 260.3383, -291.4584)
3872	67	Constellation_Puppis	1	17	Star_Sphere (17)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.82064, -46.36665)	(-0.65172, -0.515185)	400	2.380047	2.047439	(-126.6359, 245.2517, -289.5081)
3873	67	Constellation_Puppis	1	18	Star_Sphere (18)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.80594, -47.0736)	(-0.650495, -0.52304)	400	2.392386	2.04359	(-124.0549, 242.5383, -292.8917)
3874	67	Constellation_Puppis	1	19	Star_Sphere (19)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.888469, -48.1023)	(-0.6573724, -0.53447)	400	2.41034	2.065197	(-126.75, 235.1343, -297.7353)
3875	67	Constellation_Puppis	1	20	Star_Sphere (20)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.88556, -49.6224)	(-0.65713, -0.55136)	400	2.436871	2.064435	(-122.7838, 228.1927, -304.7166)
3876	67	Constellation_Puppis	1	21	Star_Sphere (21)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.96473, -45.5868)	(-0.6637275, -0.50652)	400	2.366436	2.085161	(-137.7211, 243.7095, -285.7246)
3877	67	Constellation_Puppis	1	22	Star_Sphere (22)	0.5	RGBA(1.000, 1.000, 1.000, 1.000)	(7.870739, -40.5792)	(-0.6558949, -0.45088)	400	2.279037	2.060555	(-142.9128, 268.0899, -260.1994)
3878	67	Constellation_Puppis	1	23	Star_Sphere (23)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.754789, -37.9818)	(-0.6462324, -0.42202)	400	2.233704	2.030199	(-139.8003, 282.5932, -246.1645)
3879	67	Constellation_Puppis	1	24	Star_Sphere (24)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.623389, -34.96725)	(-0.6352825, -0.388525)	400	2.18109	1.995799	(-135.1561, 298.6308, -229.2433)
3880	67	Constellation_Puppis	1	25	Star_Sphere (25)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.87089, -34.7328)	(-0.6559075, -0.38592)	400	2.176998	2.060594	(-154.6488, 290.0781, -227.9001)
3881	67	Constellation_Puppis	1	26	Star_Sphere (26)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.071829, -32.68125)	(-0.6726524, -0.363125)	400	2.141192	2.1132	(-173.7903, 288.3522, -215.986)
3882	67	Constellation_Puppis	1	27	Star_Sphere (27)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.961309, -30.3363)	(-0.6634424, -0.33707)	400	2.100265	2.084266	(-169.5779, 300.7113, -202.0299)
3883	67	Constellation_Puppis	1	28	Star_Sphere (28)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.72614, -28.42245)	(-0.643845, -0.315805)	400	2.066862	2.022699	(-153.6166, 316.472, -190.3875)
3884	67	Constellation_Puppis	1	29	Star_Sphere (29)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.63896, -25.36155)	(-0.63658, -0.281795)	400	2.013439	1.999875	(-150.3749, 328.6836, -171.3315)
3885	67	Constellation_Puppis	1	30	Star_Sphere (30)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.567499, -22.31055)	(-0.6306249, -0.247895)	400	1.960189	1.981167	(-147.6334, 339.3313, -151.8506)
3886	67	Constellation_Puppis	1	31	Star_Sphere (31)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.948079, -22.88205)	(-0.6623399, -0.254245)	400	1.970163	2.080802	(-179.9064, 321.6253, -155.5341)
3887	67	Constellation_Puppis	1	32	Star_Sphere (32)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.1501, -19.26)	(-0.679175, -0.214)	400	1.906947	2.133691	(-201.5079, 319.3522, -131.9422)
3888	67	Constellation_Puppis	1	33	Star_Sphere (33)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.998449, -18.4077)	(-0.6665375, -0.20453)	400	1.892071	2.093989	(-189.6333, 328.7626, -126.3106)
3889	67	Constellation_Puppis	1	34	Star_Sphere (34)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.188349, -12.93075)	(-0.6823624, -0.143675)	400	1.796481	2.143705	(-211.3328, 327.6073, -89.50931)
3890	67	Constellation_Puppis	1	35	Star_Sphere (35)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(8.22252, -15.79455)	(-0.68521, -0.175495)	400	1.846463	2.152651	(-211.5298, 321.5607, -108.8755)
3891	67	Constellation_Puppis	1	36	Star_Sphere (36)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.177549, -13.8051)	(-0.6814625, -0.15339)	400	1.811741	2.140877	(-209.644, 327.0154, -95.448)
3892	67	Constellation_Puppis	1	37	Star_Sphere (37)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.44506, -12.53295)	(-0.703755, -0.139255)	400	1.789538	2.210912	(-233.2221, 313.1663, -86.80045)
3893	67	Constellation_Puppis	1	38	Star_Sphere (38)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.43102, -14.93865)	(-0.702585, -0.165985)	400	1.831525	2.207236	(-229.6995, 310.8145, -103.1139)
3894	67	Constellation_Puppis	1	39	Star_Sphere (39)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.157599, -16.2747)	(-0.6798, -0.18083)	400	1.854843	2.135655	(-205.5386, 324.3272, -112.0972)
3895	67	Constellation_Puppis	1	40	Star_Sphere (40)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.985219, -23.3271)	(-0.665435, -0.25919)	400	1.977931	2.090526	(-182.4196, 318.8026, -158.3919)
3896	67	Constellation_Puppis	1	41	Star_Sphere (41)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.122529, -20.5479)	(-0.6768774, -0.22831)	400	1.929425	2.126473	(-197.5829, 318.1979, -140.3961)
3897	67	Constellation_Puppis	1	42	Star_Sphere (42)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.30604, -12.6378)	(-0.69217, -0.14042)	400	1.791368	2.174516	(-221.5818, 321.3139, -87.51485)
3898	67	Constellation_Puppis	1	43	Star_Sphere (43)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.36541, -17.59905)	(-0.6971174, -0.195545)	400	1.877958	2.190059	(-221.3073, 310.4774, -120.9416)
3899	67	Constellation_Puppis	1	44	Star_Sphere (44)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.421299, -21.042)	(-0.701775, -0.2338)	400	1.938049	2.204691	(-221.1169, 300.7995, -143.6209)
3900	67	Constellation_Puppis	1	45	Star_Sphere (45)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(8.356859, -20.09565)	(-0.6964049, -0.223285)	400	1.921532	2.187821	(-217.354, 306.38, -137.4354)
3901	67	Constellation_Puppis	1	46	Star_Sphere (46)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.79478, -16.01865)	(-0.649565, -0.177985)	400	1.850375	2.040669	(-174.0769, 342.8024, -110.3801)
3902	67	Constellation_Puppis	1	47	Star_Sphere (47)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.829639, -17.24805)	(-0.6524699, -0.191645)	400	1.871832	2.049795	(-176.0658, 339.0192, -118.6037)
3903	67	Constellation_Puppis	1	48	Star_Sphere (48)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.67307, -15.2721)	(-0.6394225, -0.16969)	400	1.837345	2.008805	(-163.6636, 349.447, -105.3614)
3904	67	Constellation_Puppis	1	49	Star_Sphere (49)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.765049, -14.5611)	(-0.6470875, -0.16179)	400	1.824936	2.032885	(-172.5997, 346.5487, -100.565)
3905	67	Constellation_Puppis	1	50	Star_Sphere (50)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.75875, -14.69655)	(-0.6465625, -0.163295)	400	1.8273	2.031236	(-171.9219, 346.619, -101.4799)
3906	67	Constellation_Puppis	1	51	Star_Sphere (51)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.87098, -14.868)	(-0.655915, -0.1652)	400	1.830292	2.060618	(-181.8868, 341.1492, -102.6373)
3907	67	Constellation_Puppis	1	52	Star_Sphere (52)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.86375, -13.90995)	(-0.6553125, -0.154555)	400	1.813571	2.058725	(-182.0198, 342.9611, -96.15868)
3908	67	Constellation_Puppis	1	53	Star_Sphere (53)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.610129, -14.562)	(-0.6341774, -0.1618)	400	1.824951	1.992327	(-158.4056, 353.2607, -100.571)
3909	67	Constellation_Puppis	1	54	Star_Sphere (54)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.563299, -14.5377)	(-0.630275, -0.16153)	400	1.824527	1.980067	(-154.0798, 355.2152, -100.4068)
3910	67	Constellation_Puppis	1	55	Star_Sphere (55)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.60677, -14.5152)	(-0.6338975, -0.16128)	400	1.824134	1.991448	(-158.1284, 353.4748, -100.2548)
3911	67	Constellation_Puppis	1	56	Star_Sphere (56)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.48977, -15.00525)	(-0.6241475, -0.166725)	400	1.832687	1.960817	(-146.8974, 357.3456, -103.563)
3912	67	Constellation_Puppis	1	57	Star_Sphere (57)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.463579, -11.5515)	(-0.6219649, -0.12835)	400	1.772408	1.953961	(-146.5139, 363.4801, -80.0995)
3913	67	Constellation_Puppis	1	58	Star_Sphere (58)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.555439, -19.42245)	(-0.62962, -0.215805)	400	1.909782	1.978009	(-149.4054, 346.3896, -133.0123)
3914	67	Constellation_Puppis	1	59	Star_Sphere (59)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.611779, -19.71945)	(-0.634315, -0.219105)	400	1.914966	1.992759	(-154.2137, 343.5147, -134.966)
3915	67	Constellation_Puppis	1	60	Star_Sphere (60)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.67145, -19.6749)	(-0.6392875, -0.21861)	400	1.914188	2.008381	(-159.6053, 341.1588, -134.6731)
3916	67	Constellation_Puppis	1	61	Star_Sphere (61)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.8618, -21.18555)	(-0.65515, -0.235395)	400	1.940554	2.058214	(-174.6772, 329.5322, -144.5558)
3917	67	Constellation_Puppis	1	62	Star_Sphere (62)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.74423, -24.68835)	(-0.6453525, -0.274315)	400	2.001689	2.027435	(-160.2516, 326.1994, -167.073)
3918	67	Constellation_Puppis	1	63	Star_Sphere (63)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.787129, -22.52205)	(-0.6489275, -0.250245)	400	1.96388	2.038666	(-166.636, 329.7839, -153.2156)
3919	67	Constellation_Puppis	1	64	Star_Sphere (64)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.572, -23.4738)	(-0.631, -0.26082)	400	1.980492	1.982345	(-146.7695, 336.2619, -159.3319)
3920	67	Constellation_Puppis	1	65	Star_Sphere (65)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.49772, -23.0328)	(-0.62481, -0.25592)	400	1.972795	1.962898	(-140.6675, 340.1755, -156.5033)
3921	67	Constellation_Puppis	1	66	Star_Sphere (66)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.46244, -22.86405)	(-0.62187, -0.254045)	400	1.969849	1.953662	(-137.6912, 341.8863, -155.4184)
3922	67	Constellation_Puppis	1	67	Star_Sphere (67)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.553729, -24.72165)	(-0.6294774, -0.274685)	400	2.00227	1.977562	(-143.7521, 333.6935, -167.2841)
3923	67	Constellation_Puppis	1	68	Star_Sphere (68)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.7139, -26.3556)	(-0.6428249, -0.29284)	400	2.030788	2.019494	(-155.481, 322.9431, -177.5764)
3924	67	Constellation_Puppis	1	69	Star_Sphere (69)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.577309, -27.01395)	(-0.6314424, -0.300155)	400	2.042279	1.983735	(-143.0076, 326.4048, -181.683)
3925	67	Constellation_Puppis	1	70	Star_Sphere (70)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.46655, -29.15505)	(-0.6222125, -0.323945)	400	2.079648	1.954738	(-130.8483, 323.8895, -194.8699)
3926	67	Constellation_Puppis	1	71	Star_Sphere (71)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.51365, -30.96315)	(-0.6261375, -0.344035)	400	2.111205	1.967069	(-132.3918, 316.419, -205.7947)
3927	67	Constellation_Puppis	1	72	Star_Sphere (72)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.48425, -31.4613)	(-0.6236875, -0.34957)	400	2.1199	1.959372	(-129.2696, 315.7607, -208.7691)
3928	67	Constellation_Puppis	1	73	Star_Sphere (73)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.47972, -31.89825)	(-0.62331, -0.354425)	400	2.127526	1.958186	(-128.2898, 314.4305, -211.365)
3929	67	Constellation_Puppis	1	74	Star_Sphere (74)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.444349, -34.155)	(-0.6203625, -0.3795)	400	2.166914	1.948926	(-122.2028, 307.6252, -224.5734)
3930	67	Constellation_Puppis	1	75	Star_Sphere (75)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.20831, -36.55125)	(-0.6006925, -0.406125)	400	2.208736	1.887131	(-99.96101, 305.386, -238.2166)
3931	67	Constellation_Puppis	1	76	Star_Sphere (76)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.2795, -36.61965)	(-0.606625, -0.406885)	400	2.20993	1.905769	(-105.5413, 303.2013, -238.6001)
3932	67	Constellation_Puppis	1	77	Star_Sphere (77)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.306739, -36.75825)	(-0.6088949, -0.408425)	400	2.212349	1.9129	(-107.5069, 301.8963, -239.376)
3933	67	Constellation_Puppis	1	78	Star_Sphere (78)	0.3	RGBA(1.000, 1.000, 1.000, 1.000)	(7.274159, -38.3274)	(-0.60618, -0.42586)	400	2.239736	1.904371	(-102.7425, 296.4951, -248.0618)
3934	67	Constellation_Puppis	1	79	Star_Sphere (79)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(7.147229, -39.663)	(-0.5956025, -0.4407)	400	2.263046	1.87114	(-91.09918, 294.1404, -255.3083)
3935	67	Constellation_Puppis	1	80	Star_Sphere (80)	0.4	RGBA(1.000, 1.000, 1.000, 1.000)	(6.848639, -34.3872)	(-0.57072, -0.38208)	400	2.170966	1.79297	(-72.73666, 321.9824, -225.9131)
